"No.","Time","Source","Destination","Protocol","Length","Info"
"80","28.831439237","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=1081 Win=65536 Len=0 TSval=1023827606 TSecr=1023827606"
"81","29.831993637","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=1081 Ack=1 Win=65536 Len=40 TSval=1023828606 TSecr=1023827606"
"82","29.832041841","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=1121 Win=65536 Len=0 TSval=1023828606 TSecr=1023828606"
"83","30.832616818","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=1121 Ack=1 Win=65536 Len=40 TSval=1023829607 TSecr=1023828606"
"84","30.832661329","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=1161 Win=65536 Len=0 TSval=1023829607 TSecr=1023829607"
"85","31.833202537","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=1161 Ack=1 Win=65536 Len=40 TSval=1023830607 TSecr=1023829607"
"86","31.833243870","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=1201 Win=65536 Len=0 TSval=1023830607 TSecr=1023830607"
"87","32.833816213","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=1201 Ack=1 Win=65536 Len=40 TSval=1023831608 TSecr=1023830607"
"88","32.833845012","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=1241 Win=65536 Len=0 TSval=1023831608 TSecr=1023831608"
"89","33.834246481","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=1241 Ack=1 Win=65536 Len=40 TSval=1023832608 TSecr=1023831608"
"90","33.834277122","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=1281 Win=65536 Len=0 TSval=1023832608 TSecr=1023832608"
"91","34.834766827","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=1281 Ack=1 Win=65536 Len=40 TSval=1023833609 TSecr=1023832608"
"92","34.834809470","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=1321 Win=65536 Len=0 TSval=1023833609 TSecr=1023833609"
"93","35.835411322","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=1321 Ack=1 Win=65536 Len=40 TSval=1023834610 TSecr=1023833609"
"94","35.835454110","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=1361 Win=65536 Len=0 TSval=1023834610 TSecr=1023834610"
"95","36.835998536","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=1361 Ack=1 Win=65536 Len=40 TSval=1023835610 TSecr=1023834610"
"96","36.836043626","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=1401 Win=65536 Len=0 TSval=1023835610 TSecr=1023835610"
"97","37.836568452","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=1401 Ack=1 Win=65536 Len=40 TSval=1023836611 TSecr=1023835610"
"98","37.836606004","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=1441 Win=65536 Len=0 TSval=1023836611 TSecr=1023836611"
"99","38.836842541","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=1441 Ack=1 Win=65536 Len=40 TSval=1023837611 TSecr=1023836611"
"100","38.836865713","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=1481 Win=65536 Len=0 TSval=1023837611 TSecr=1023837611"
"101","39.837302087","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=1481 Ack=1 Win=65536 Len=40 TSval=1023838611 TSecr=1023837611"
"102","39.837336380","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=1521 Win=65536 Len=0 TSval=1023838612 TSecr=1023838611"
"103","40.837838115","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=1521 Ack=1 Win=65536 Len=40 TSval=1023839612 TSecr=1023838612"
"104","40.837880283","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=1561 Win=65536 Len=0 TSval=1023839612 TSecr=1023839612"
"105","41.838483476","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=1561 Ack=1 Win=65536 Len=40 TSval=1023840613 TSecr=1023839612"
"106","41.838519430","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=1601 Win=65536 Len=0 TSval=1023840613 TSecr=1023840613"
"107","42.839036150","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=1601 Ack=1 Win=65536 Len=40 TSval=1023841613 TSecr=1023840613"
"108","42.839078370","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=1641 Win=65536 Len=0 TSval=1023841613 TSecr=1023841613"
"109","43.839380148","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=1641 Ack=1 Win=65536 Len=40 TSval=1023842614 TSecr=1023841613"
"110","43.839401598","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=1681 Win=65536 Len=0 TSval=1023842614 TSecr=1023842614"
"111","44.839842243","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=1681 Ack=1 Win=65536 Len=40 TSval=1023843614 TSecr=1023842614"
"112","44.839871761","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=1721 Win=65536 Len=0 TSval=1023843614 TSecr=1023843614"
"113","45.840493392","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=1721 Ack=1 Win=65536 Len=40 TSval=1023844615 TSecr=1023843614"
"114","45.840540728","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=1761 Win=65536 Len=0 TSval=1023844615 TSecr=1023844615"
"115","46.841053201","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=1761 Ack=1 Win=65536 Len=40 TSval=1023845615 TSecr=1023844615"
"116","46.841096260","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=1801 Win=65536 Len=0 TSval=1023845615 TSecr=1023845615"
"117","47.841707402","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=1801 Ack=1 Win=65536 Len=40 TSval=1023846616 TSecr=1023845615"
"118","47.841758317","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=1841 Win=65536 Len=0 TSval=1023846616 TSecr=1023846616"
"121","48.842058075","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=1841 Ack=1 Win=65536 Len=40 TSval=1023847616 TSecr=1023846616"
"122","48.842079129","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=1881 Win=65536 Len=0 TSval=1023847616 TSecr=1023847616"
"125","49.842367268","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=1881 Ack=1 Win=65536 Len=40 TSval=1023848617 TSecr=1023847616"
"126","49.842389885","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=1921 Win=65536 Len=0 TSval=1023848617 TSecr=1023848617"
"127","50.842888358","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=1921 Ack=1 Win=65536 Len=40 TSval=1023849617 TSecr=1023848617"
"128","50.842936875","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=1961 Win=65536 Len=0 TSval=1023849617 TSecr=1023849617"
"129","51.843566840","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=1961 Ack=1 Win=65536 Len=40 TSval=1023850618 TSecr=1023849617"
"130","51.843612278","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2001 Win=65536 Len=0 TSval=1023850618 TSecr=1023850618"
"131","52.844097079","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2001 Ack=1 Win=65536 Len=40 TSval=1023851618 TSecr=1023850618"
"132","52.844135832","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2041 Win=65536 Len=0 TSval=1023851618 TSecr=1023851618"
"133","53.844417159","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2041 Ack=1 Win=65536 Len=40 TSval=1023852619 TSecr=1023851618"
"134","53.844440862","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2081 Win=65536 Len=0 TSval=1023852619 TSecr=1023852619"
"135","54.844956884","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2081 Ack=1 Win=65536 Len=40 TSval=1023853619 TSecr=1023852619"
"136","54.845001985","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2121 Win=65536 Len=0 TSval=1023853619 TSecr=1023853619"
"137","55.845526858","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2121 Ack=1 Win=65536 Len=40 TSval=1023854620 TSecr=1023853619"
"138","55.845568716","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2161 Win=65536 Len=0 TSval=1023854620 TSecr=1023854620"
"139","56.846085039","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2161 Ack=1 Win=65536 Len=40 TSval=1023855620 TSecr=1023854620"
"140","56.846126510","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2201 Win=65536 Len=0 TSval=1023855620 TSecr=1023855620"
"141","57.846580210","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2201 Ack=1 Win=65536 Len=40 TSval=1023856621 TSecr=1023855620"
"142","57.846613178","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2241 Win=65536 Len=0 TSval=1023856621 TSecr=1023856621"
"143","58.846877784","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2241 Ack=1 Win=65536 Len=40 TSval=1023857621 TSecr=1023856621"
"144","58.846901099","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2281 Win=65536 Len=0 TSval=1023857621 TSecr=1023857621"
"145","59.847483802","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2281 Ack=1 Win=65536 Len=40 TSval=1023858622 TSecr=1023857621"
"146","59.847526918","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2321 Win=65536 Len=0 TSval=1023858622 TSecr=1023858622"
"156","60.848042720","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2321 Ack=1 Win=65536 Len=40 TSval=1023859622 TSecr=1023858622"
"157","60.848085649","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2361 Win=65536 Len=0 TSval=1023859622 TSecr=1023859622"
"158","61.848655301","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2361 Ack=1 Win=65536 Len=40 TSval=1023860623 TSecr=1023859622"
"159","61.848700211","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2401 Win=65536 Len=0 TSval=1023860623 TSecr=1023860623"
"160","62.849301330","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2401 Ack=1 Win=65536 Len=40 TSval=1023861623 TSecr=1023860623"
"161","62.849344682","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2441 Win=65536 Len=0 TSval=1023861624 TSecr=1023861623"
"162","63.849692191","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2441 Ack=1 Win=65536 Len=40 TSval=1023862624 TSecr=1023861624"
"163","63.849712747","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2481 Win=65536 Len=0 TSval=1023862624 TSecr=1023862624"
"164","64.850222508","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2481 Ack=1 Win=65536 Len=40 TSval=1023863624 TSecr=1023862624"
"165","64.850291478","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2521 Win=65536 Len=0 TSval=1023863624 TSecr=1023863624"
"166","65.850796236","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2521 Ack=1 Win=65536 Len=40 TSval=1023864625 TSecr=1023863624"
"167","65.850832710","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2561 Win=65536 Len=0 TSval=1023864625 TSecr=1023864625"
"168","66.851376000","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2561 Ack=1 Win=65536 Len=40 TSval=1023865626 TSecr=1023864625"
"169","66.851434180","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2601 Win=65536 Len=0 TSval=1023865626 TSecr=1023865626"
"175","67.852012143","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2601 Ack=1 Win=65536 Len=40 TSval=1023866626 TSecr=1023865626"
"176","67.852057526","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2641 Win=65536 Len=0 TSval=1023866626 TSecr=1023866626"
"177","68.852536296","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2641 Ack=1 Win=65536 Len=40 TSval=1023867627 TSecr=1023866626"
"178","68.852560128","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2681 Win=65536 Len=0 TSval=1023867627 TSecr=1023867627"
"179","69.852997021","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2681 Ack=1 Win=65536 Len=40 TSval=1023868627 TSecr=1023867627"
"180","69.853037926","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2721 Win=65536 Len=0 TSval=1023868627 TSecr=1023868627"
"181","70.853499413","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2721 Ack=1 Win=65536 Len=40 TSval=1023869628 TSecr=1023868627"
"182","70.853531583","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2761 Win=65536 Len=0 TSval=1023869628 TSecr=1023869628"
"183","71.853967989","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2761 Ack=1 Win=65536 Len=40 TSval=1023870628 TSecr=1023869628"
"184","71.854009210","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2801 Win=65536 Len=0 TSval=1023870628 TSecr=1023870628"
"185","72.854449630","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2801 Ack=1 Win=65536 Len=40 TSval=1023871629 TSecr=1023870628"
"186","72.854487036","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2841 Win=65536 Len=0 TSval=1023871629 TSecr=1023871629"
"187","73.854713622","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2841 Ack=1 Win=65536 Len=40 TSval=1023872629 TSecr=1023871629"
"188","73.854732098","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2881 Win=65536 Len=0 TSval=1023872629 TSecr=1023872629"
"189","74.855129491","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2881 Ack=1 Win=65536 Len=40 TSval=1023873629 TSecr=1023872629"
"190","74.855172336","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2921 Win=65536 Len=0 TSval=1023873629 TSecr=1023873629"
"191","75.855660939","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2921 Ack=1 Win=65536 Len=40 TSval=1023874630 TSecr=1023873629"
"192","75.855693934","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=2961 Win=65536 Len=0 TSval=1023874630 TSecr=1023874630"
"193","76.856122156","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=2961 Ack=1 Win=65536 Len=40 TSval=1023875630 TSecr=1023874630"
"194","76.856160349","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=3001 Win=65536 Len=0 TSval=1023875630 TSecr=1023875630"
"195","77.856607362","127.0.0.1","127.0.0.1","TCP","106","49988  >  5001 [PSH, ACK] Seq=3001 Ack=1 Win=65536 Len=40 TSval=1023876631 TSecr=1023875630"
"196","77.856645075","127.0.0.1","127.0.0.1","TCP","66","5001  >  49988 [ACK] Seq=1 Ack=3041 Win=65536 Len=0 TSval=1023876631 TSecr=1023876631"
