"No.","Time","Source","Destination","Protocol","Length","Info"
"49","11.004962439","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=481 Win=65536 Len=0 TSval=1025758093 TSecr=1025758092"
"50","12.005433413","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=481 Ack=1 Win=65536 Len=40 TSval=1025759093 TSecr=1025758093"
"51","12.005477811","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=521 Win=65536 Len=0 TSval=1025759093 TSecr=1025759093"
"52","13.005768983","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=521 Ack=1 Win=65536 Len=40 TSval=1025760093 TSecr=1025759093"
"53","13.005803481","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=561 Win=65536 Len=0 TSval=1025760093 TSecr=1025760093"
"54","14.006125586","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=561 Ack=1 Win=65536 Len=40 TSval=1025761094 TSecr=1025760093"
"55","14.006161016","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=601 Win=65536 Len=0 TSval=1025761094 TSecr=1025761094"
"56","15.006493738","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=601 Ack=1 Win=65536 Len=40 TSval=1025762094 TSecr=1025761094"
"57","15.006535559","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=641 Win=65536 Len=0 TSval=1025762094 TSecr=1025762094"
"58","16.006852015","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=641 Ack=1 Win=65536 Len=40 TSval=1025763094 TSecr=1025762094"
"59","16.006899287","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=681 Win=65536 Len=0 TSval=1025763094 TSecr=1025763094"
"60","17.007165556","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=681 Ack=1 Win=65536 Len=40 TSval=1025764095 TSecr=1025763094"
"61","17.007197358","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=721 Win=65536 Len=0 TSval=1025764095 TSecr=1025764095"
"66","18.007584821","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=721 Ack=1 Win=65536 Len=40 TSval=1025765095 TSecr=1025764095"
"67","18.007639429","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=761 Win=65536 Len=0 TSval=1025765095 TSecr=1025765095"
"68","19.007969361","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=761 Ack=1 Win=65536 Len=40 TSval=1025766096 TSecr=1025765095"
"69","19.008001710","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=801 Win=65536 Len=0 TSval=1025766096 TSecr=1025766096"
"70","20.008276088","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=801 Ack=1 Win=65536 Len=40 TSval=1025767096 TSecr=1025766096"
"71","20.008312455","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=841 Win=65536 Len=0 TSval=1025767096 TSecr=1025767096"
"72","21.008656303","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=841 Ack=1 Win=65536 Len=40 TSval=1025768096 TSecr=1025767096"
"73","21.008697290","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=881 Win=65536 Len=0 TSval=1025768096 TSecr=1025768096"
"74","22.009010039","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=881 Ack=1 Win=65536 Len=40 TSval=1025769097 TSecr=1025768096"
"75","22.009045168","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=921 Win=65536 Len=0 TSval=1025769097 TSecr=1025769097"
"76","23.009317849","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=921 Ack=1 Win=65536 Len=40 TSval=1025770097 TSecr=1025769097"
"77","23.009352100","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=961 Win=65536 Len=0 TSval=1025770097 TSecr=1025770097"
"78","24.009622615","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=961 Ack=1 Win=65536 Len=40 TSval=1025771097 TSecr=1025770097"
"79","24.009670597","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1001 Win=65536 Len=0 TSval=1025771097 TSecr=1025771097"
"80","25.010004874","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1001 Ack=1 Win=65536 Len=40 TSval=1025772098 TSecr=1025771097"
"81","25.010041453","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1041 Win=65536 Len=0 TSval=1025772098 TSecr=1025772098"
"82","26.010363931","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1041 Ack=1 Win=65536 Len=40 TSval=1025773098 TSecr=1025772098"
"83","26.010439736","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1081 Win=65536 Len=0 TSval=1025773098 TSecr=1025773098"
"84","27.010742195","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1081 Ack=1 Win=65536 Len=40 TSval=1025774098 TSecr=1025773098"
"85","27.010781917","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1121 Win=65536 Len=0 TSval=1025774098 TSecr=1025774098"
"86","28.011138051","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1121 Ack=1 Win=65536 Len=40 TSval=1025775099 TSecr=1025774098"
"87","28.011166992","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1161 Win=65536 Len=0 TSval=1025775099 TSecr=1025775099"
"88","29.011517690","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1161 Ack=1 Win=65536 Len=40 TSval=1025776099 TSecr=1025775099"
"89","29.011555610","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1201 Win=65536 Len=0 TSval=1025776099 TSecr=1025776099"
"90","30.011814666","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1201 Ack=1 Win=65536 Len=40 TSval=1025777099 TSecr=1025776099"
"91","30.011850843","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1241 Win=65536 Len=0 TSval=1025777099 TSecr=1025777099"
"92","31.012226592","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1241 Ack=1 Win=65536 Len=40 TSval=1025778100 TSecr=1025777099"
"93","31.012273069","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1281 Win=65536 Len=0 TSval=1025778100 TSecr=1025778100"
"94","32.012577035","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1281 Ack=1 Win=65536 Len=40 TSval=1025779100 TSecr=1025778100"
"95","32.012623512","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1321 Win=65536 Len=0 TSval=1025779100 TSecr=1025779100"
"96","33.013173041","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1321 Ack=1 Win=65536 Len=40 TSval=1025780101 TSecr=1025779100"
"97","33.013208204","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1361 Win=65536 Len=0 TSval=1025780101 TSecr=1025780101"
"98","34.013560248","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1361 Ack=1 Win=65536 Len=40 TSval=1025781101 TSecr=1025780101"
"99","34.013594298","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1401 Win=65536 Len=0 TSval=1025781101 TSecr=1025781101"
"100","35.014020807","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1401 Ack=1 Win=65536 Len=40 TSval=1025782102 TSecr=1025781101"
"101","35.014060379","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1441 Win=65536 Len=0 TSval=1025782102 TSecr=1025782102"
"102","36.014424140","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1441 Ack=1 Win=65536 Len=40 TSval=1025783102 TSecr=1025782102"
"103","36.014464858","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1481 Win=65536 Len=0 TSval=1025783102 TSecr=1025783102"
"104","37.014725977","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1481 Ack=1 Win=65536 Len=40 TSval=1025784102 TSecr=1025783102"
"105","37.014759866","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1521 Win=65536 Len=0 TSval=1025784102 TSecr=1025784102"
"106","38.015021982","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1521 Ack=1 Win=65536 Len=40 TSval=1025785103 TSecr=1025784102"
"107","38.015053063","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1561 Win=65536 Len=0 TSval=1025785103 TSecr=1025785103"
"108","39.015441039","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1561 Ack=1 Win=65536 Len=40 TSval=1025786103 TSecr=1025785103"
"109","39.015487864","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1601 Win=65536 Len=0 TSval=1025786103 TSecr=1025786103"
"110","40.015786298","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1601 Ack=1 Win=65536 Len=40 TSval=1025787103 TSecr=1025786103"
"111","40.015818389","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1641 Win=65536 Len=0 TSval=1025787103 TSecr=1025787103"
"112","41.016080700","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1641 Ack=1 Win=65536 Len=40 TSval=1025788104 TSecr=1025787103"
"113","41.016114149","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1681 Win=65536 Len=0 TSval=1025788104 TSecr=1025788104"
"114","42.016420881","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1681 Ack=1 Win=65536 Len=40 TSval=1025789104 TSecr=1025788104"
"115","42.016457817","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1721 Win=65536 Len=0 TSval=1025789104 TSecr=1025789104"
"116","43.016802837","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1721 Ack=1 Win=65536 Len=40 TSval=1025790104 TSecr=1025789104"
"117","43.016897955","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1761 Win=65536 Len=0 TSval=1025790104 TSecr=1025790104"
"118","44.017343859","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1761 Ack=1 Win=65536 Len=40 TSval=1025791105 TSecr=1025790104"
"119","44.017382765","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1801 Win=65536 Len=0 TSval=1025791105 TSecr=1025791105"
"120","45.017717485","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1801 Ack=1 Win=65536 Len=40 TSval=1025792105 TSecr=1025791105"
"121","45.017768594","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1841 Win=65536 Len=0 TSval=1025792105 TSecr=1025792105"
"122","46.018197430","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1841 Ack=1 Win=65536 Len=40 TSval=1025793106 TSecr=1025792105"
"123","46.018236345","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1881 Win=65536 Len=0 TSval=1025793106 TSecr=1025793106"
"124","47.018506600","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1881 Ack=1 Win=65536 Len=40 TSval=1025794106 TSecr=1025793106"
"125","47.018544434","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1921 Win=65536 Len=0 TSval=1025794106 TSecr=1025794106"
"126","48.018873991","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1921 Ack=1 Win=65536 Len=40 TSval=1025795106 TSecr=1025794106"
"127","48.018931223","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=1961 Win=65536 Len=0 TSval=1025795106 TSecr=1025795106"
"128","49.019433575","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=1961 Ack=1 Win=65536 Len=40 TSval=1025796107 TSecr=1025795106"
"129","49.019470961","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2001 Win=65536 Len=0 TSval=1025796107 TSecr=1025796107"
"130","50.019833291","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2001 Ack=1 Win=65536 Len=40 TSval=1025797107 TSecr=1025796107"
"131","50.019867872","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2041 Win=65536 Len=0 TSval=1025797107 TSecr=1025797107"
"132","51.020248415","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2041 Ack=1 Win=65536 Len=40 TSval=1025798108 TSecr=1025797107"
"133","51.020294928","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2081 Win=65536 Len=0 TSval=1025798108 TSecr=1025798108"
"134","52.020608971","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2081 Ack=1 Win=65536 Len=40 TSval=1025799108 TSecr=1025798108"
"135","52.020642494","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2121 Win=65536 Len=0 TSval=1025799108 TSecr=1025799108"
"136","53.020924362","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2121 Ack=1 Win=65536 Len=40 TSval=1025800108 TSecr=1025799108"
"137","53.020960330","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2161 Win=65536 Len=0 TSval=1025800109 TSecr=1025800108"
"138","54.021231198","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2161 Ack=1 Win=65536 Len=40 TSval=1025801109 TSecr=1025800109"
"139","54.021263085","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2201 Win=65536 Len=0 TSval=1025801109 TSecr=1025801109"
"140","55.021621560","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2201 Ack=1 Win=65536 Len=40 TSval=1025802109 TSecr=1025801109"
"141","55.021659458","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2241 Win=65536 Len=0 TSval=1025802109 TSecr=1025802109"
"142","56.021940514","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2241 Ack=1 Win=65536 Len=40 TSval=1025803109 TSecr=1025802109"
"143","56.022012951","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2281 Win=65536 Len=0 TSval=1025803110 TSecr=1025803109"
"144","57.022411682","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2281 Ack=1 Win=65536 Len=40 TSval=1025804110 TSecr=1025803110"
"145","57.022442906","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2321 Win=65536 Len=0 TSval=1025804110 TSecr=1025804110"
"146","58.022748053","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2321 Ack=1 Win=65536 Len=40 TSval=1025805110 TSecr=1025804110"
"147","58.022785729","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2361 Win=65536 Len=0 TSval=1025805110 TSecr=1025805110"
"148","59.023246462","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2361 Ack=1 Win=65536 Len=40 TSval=1025806111 TSecr=1025805110"
"149","59.023290273","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2401 Win=65536 Len=0 TSval=1025806111 TSecr=1025806111"
"150","60.023623354","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2401 Ack=1 Win=65536 Len=40 TSval=1025807111 TSecr=1025806111"
"151","60.023662460","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2441 Win=65536 Len=0 TSval=1025807111 TSecr=1025807111"
"152","61.023954347","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2441 Ack=1 Win=65536 Len=40 TSval=1025808111 TSecr=1025807111"
"153","61.023989647","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2481 Win=65536 Len=0 TSval=1025808112 TSecr=1025808111"
"154","62.024267203","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2481 Ack=1 Win=65536 Len=40 TSval=1025809112 TSecr=1025808112"
"155","62.024307671","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2521 Win=65536 Len=0 TSval=1025809112 TSecr=1025809112"
"156","63.024601049","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2521 Ack=1 Win=65536 Len=40 TSval=1025810112 TSecr=1025809112"
"157","63.024639905","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2561 Win=65536 Len=0 TSval=1025810112 TSecr=1025810112"
"158","64.025137285","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2561 Ack=1 Win=65536 Len=40 TSval=1025811113 TSecr=1025810112"
"159","64.025177963","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2601 Win=65536 Len=0 TSval=1025811113 TSecr=1025811113"
"160","65.025499884","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2601 Ack=1 Win=65536 Len=40 TSval=1025812113 TSecr=1025811113"
"161","65.025534585","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2641 Win=65536 Len=0 TSval=1025812113 TSecr=1025812113"
"162","66.025801740","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2641 Ack=1 Win=65536 Len=40 TSval=1025813113 TSecr=1025812113"
"163","66.025833407","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2681 Win=65536 Len=0 TSval=1025813113 TSecr=1025813113"
"164","67.026120756","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2681 Ack=1 Win=65536 Len=40 TSval=1025814114 TSecr=1025813113"
"165","67.026152450","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2721 Win=65536 Len=0 TSval=1025814114 TSecr=1025814114"
"166","68.026445101","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2721 Ack=1 Win=65536 Len=40 TSval=1025815114 TSecr=1025814114"
"167","68.026480296","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2761 Win=65536 Len=0 TSval=1025815114 TSecr=1025815114"
"168","69.026740637","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2761 Ack=1 Win=65536 Len=40 TSval=1025816114 TSecr=1025815114"
"169","69.026775497","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2801 Win=65536 Len=0 TSval=1025816114 TSecr=1025816114"
"170","70.027049124","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2801 Ack=1 Win=65536 Len=40 TSval=1025817115 TSecr=1025816114"
"171","70.027086440","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2841 Win=65536 Len=0 TSval=1025817115 TSecr=1025817115"
"172","71.027352486","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2841 Ack=1 Win=65536 Len=40 TSval=1025818115 TSecr=1025817115"
"173","71.027388668","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2881 Win=65536 Len=0 TSval=1025818115 TSecr=1025818115"
"174","72.027698800","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2881 Ack=1 Win=65536 Len=40 TSval=1025819115 TSecr=1025818115"
"175","72.027748011","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2921 Win=65536 Len=0 TSval=1025819115 TSecr=1025819115"
"176","73.028170265","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2921 Ack=1 Win=65536 Len=40 TSval=1025820116 TSecr=1025819115"
"177","73.028203875","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=2961 Win=65536 Len=0 TSval=1025820116 TSecr=1025820116"
"178","74.028487763","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=2961 Ack=1 Win=65536 Len=40 TSval=1025821116 TSecr=1025820116"
"179","74.028533948","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=3001 Win=65536 Len=0 TSval=1025821116 TSecr=1025821116"
"180","75.028869630","127.0.0.1","127.0.0.1","TCP","106","44994  >  5001 [PSH, ACK] Seq=3001 Ack=1 Win=65536 Len=40 TSval=1025822116 TSecr=1025821116"
"181","75.028919761","127.0.0.1","127.0.0.1","TCP","66","5001  >  44994 [ACK] Seq=1 Ack=3041 Win=65536 Len=0 TSval=1025822116 TSecr=1025822116"
